Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
"human resources assistants, except payroll and timekeeping",44.0,0.0,1.0,11.0,10.0,12.0,7.0,2.0,-,2020,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",60.0,1.0,5.0,17.0,14.0,12.0,8.0,3.0,41,2019,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",60.0,1.0,5.0,17.0,14.0,12.0,8.0,3.0,41,2019,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",57.0,0.0,5.0,12.0,14.0,17.0,7.0,3.0,42.9,2018,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",57.0,0.0,5.0,12.0,14.0,17.0,7.0,3.0,42.9,2018,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",45.0,1.0,2.0,14.0,13.0,12.0,4.0,1.0,-,2017,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",45.0,1.0,2.0,14.0,13.0,12.0,4.0,1.0,-,2017,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",42.0,0.0,5.0,10.0,8.0,11.0,7.0,0.0,-,2016,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",42.0,0.0,5.0,10.0,8.0,11.0,7.0,0.0,-,2016,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",59.0,0.0,8.0,17.0,13.0,12.0,7.0,2.0,37.9,2015,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",59.0,0.0,8.0,17.0,13.0,12.0,7.0,2.0,37.9,2015,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",101.0,0.0,7.0,25.0,21.0,28.0,15.0,4.0,42.8,2014,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",101.0,0.0,7.0,25.0,21.0,28.0,15.0,4.0,42.8,2014,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",133.0,1.0,5.0,37.0,34.0,31.0,20.0,5.0,42.6,2013,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",133.0,1.0,5.0,37.0,34.0,31.0,20.0,5.0,42.6,2013,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",132.0,0.0,13.0,37.0,34.0,20.0,25.0,3.0,40.4,2012,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",132.0,0.0,13.0,37.0,34.0,20.0,25.0,3.0,40.4,2012,43-0000,43-4000,43-4160,43-4161
"human resources assistants, except payroll and timekeeping",40.0,1.0,3.0,9.0,11.0,10.0,6.0,1.0,-,2011,43-0000,43-4000,43-4160,-
"human resources assistants, except payroll and timekeeping",40.0,1.0,3.0,9.0,11.0,10.0,6.0,1.0,-,2011,43-0000,43-4000,43-4160,43-4161
receptionists and information clerks,1215.0,58.0,232.0,307.0,199.0,177.0,169.0,73.0,36.3,2021,43-0000,43-4000,43-4170,-
receptionists and information clerks,1215.0,58.0,232.0,307.0,199.0,177.0,169.0,73.0,36.3,2021,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1147.0,47.0,211.0,284.0,205.0,142.0,172.0,85.0,36.9,2020,43-0000,43-4000,43-4170,-
receptionists and information clerks,1147.0,47.0,211.0,284.0,205.0,142.0,172.0,85.0,36.9,2020,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1288.0,72.0,219.0,317.0,207.0,192.0,187.0,94.0,37.2,2019,43-0000,43-4000,43-4170,-
receptionists and information clerks,1288.0,72.0,219.0,317.0,207.0,192.0,187.0,94.0,37.2,2019,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1324.0,66.0,239.0,329.0,197.0,203.0,196.0,93.0,36.7,2018,43-0000,43-4000,43-4170,-
receptionists and information clerks,1324.0,66.0,239.0,329.0,197.0,203.0,196.0,93.0,36.7,2018,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1267.0,60.0,224.0,313.0,185.0,196.0,199.0,91.0,37.4,2017,43-0000,43-4000,43-4170,-
receptionists and information clerks,1267.0,60.0,224.0,313.0,185.0,196.0,199.0,91.0,37.4,2017,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1331.0,64.0,260.0,316.0,200.0,191.0,203.0,97.0,36.6,2016,43-0000,43-4000,43-4170,-
receptionists and information clerks,1331.0,64.0,260.0,316.0,200.0,191.0,203.0,97.0,36.6,2016,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1232.0,52.0,222.0,278.0,200.0,203.0,188.0,89.0,38.2,2015,43-0000,43-4000,43-4170,-
receptionists and information clerks,1232.0,52.0,222.0,278.0,200.0,203.0,188.0,89.0,38.2,2015,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1301.0,64.0,232.0,327.0,195.0,212.0,200.0,72.0,37,2014,43-0000,43-4000,43-4170,-
receptionists and information clerks,1301.0,64.0,232.0,327.0,195.0,212.0,200.0,72.0,37,2014,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1326.0,63.0,243.0,311.0,206.0,234.0,191.0,79.0,37.6,2013,43-0000,43-4000,43-4170,-
receptionists and information clerks,1326.0,63.0,243.0,311.0,206.0,234.0,191.0,79.0,37.6,2013,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1237.0,56.0,234.0,276.0,215.0,211.0,179.0,65.0,37.4,2012,43-0000,43-4000,43-4170,-
receptionists and information clerks,1237.0,56.0,234.0,276.0,215.0,211.0,179.0,65.0,37.4,2012,43-0000,43-4000,43-4170,43-4171
receptionists and information clerks,1259.0,66.0,232.0,258.0,210.0,227.0,192.0,73.0,38.3,2011,43-0000,43-4000,43-4170,-
receptionists and information clerks,1259.0,66.0,232.0,258.0,210.0,227.0,192.0,73.0,38.3,2011,43-0000,43-4000,43-4170,43-4171
reservation and transportation ticket agents and travel clerks,93.0,3.0,10.0,22.0,15.0,19.0,18.0,5.0,41.7,2021,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,93.0,3.0,10.0,22.0,15.0,19.0,18.0,5.0,41.7,2021,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,108.0,0.0,9.0,38.0,16.0,26.0,16.0,3.0,40.9,2020,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,108.0,0.0,9.0,38.0,16.0,26.0,16.0,3.0,40.9,2020,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,119.0,1.0,10.0,37.0,23.0,22.0,22.0,3.0,39.7,2019,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,119.0,1.0,10.0,37.0,23.0,22.0,22.0,3.0,39.7,2019,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,128.0,2.0,13.0,30.0,29.0,25.0,24.0,4.0,40.7,2018,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,128.0,2.0,13.0,30.0,29.0,25.0,24.0,4.0,40.7,2018,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,127.0,1.0,15.0,29.0,23.0,30.0,23.0,6.0,43.2,2017,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,127.0,1.0,15.0,29.0,23.0,30.0,23.0,6.0,43.2,2017,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,144.0,3.0,18.0,36.0,24.0,36.0,23.0,5.0,40.9,2016,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,144.0,3.0,18.0,36.0,24.0,36.0,23.0,5.0,40.9,2016,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,111.0,2.0,14.0,28.0,20.0,25.0,18.0,4.0,42.2,2015,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,111.0,2.0,14.0,28.0,20.0,25.0,18.0,4.0,42.2,2015,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,94.0,1.0,13.0,20.0,14.0,22.0,21.0,3.0,42.4,2014,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,94.0,1.0,13.0,20.0,14.0,22.0,21.0,3.0,42.4,2014,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,119.0,0.0,9.0,32.0,19.0,31.0,24.0,5.0,44.2,2013,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,119.0,0.0,9.0,32.0,19.0,31.0,24.0,5.0,44.2,2013,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,117.0,3.0,11.0,26.0,29.0,29.0,16.0,2.0,40.6,2012,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,117.0,3.0,11.0,26.0,29.0,29.0,16.0,2.0,40.6,2012,43-0000,43-4000,43-4180,43-4181
reservation and transportation ticket agents and travel clerks,99.0,2.0,8.0,21.0,25.0,29.0,12.0,3.0,42.6,2011,43-0000,43-4000,43-4180,-
reservation and transportation ticket agents and travel clerks,99.0,2.0,8.0,21.0,25.0,29.0,12.0,3.0,42.6,2011,43-0000,43-4000,43-4180,43-4181
"information and record clerks, all other",107.0,1.0,13.0,27.0,18.0,21.0,18.0,9.0,40.9,2021,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",113.0,1.0,10.0,28.0,31.0,17.0,21.0,5.0,41.2,2020,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",99.0,0.0,9.0,23.0,24.0,17.0,20.0,6.0,42.3,2019,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",121.0,5.0,9.0,21.0,28.0,23.0,29.0,8.0,44.2,2018,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",110.0,2.0,13.0,27.0,21.0,18.0,23.0,6.0,41.6,2017,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",118.0,1.0,14.0,23.0,21.0,28.0,20.0,10.0,43.5,2016,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",127.0,1.0,15.0,27.0,27.0,27.0,24.0,6.0,41.6,2015,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",95.0,1.0,4.0,27.0,16.0,21.0,17.0,9.0,43.9,2014,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",103.0,2.0,11.0,22.0,16.0,24.0,22.0,7.0,44.2,2013,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",104.0,2.0,5.0,21.0,24.0,23.0,23.0,7.0,45.9,2012,43-0000,43-4000,43-4190,43-4199
"information and record clerks, all other",118.0,3.0,7.0,27.0,19.0,30.0,25.0,7.0,45.7,2011,43-0000,43-4000,43-4190,43-4199
cargo and freight agents,10.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,-,2021,43-0000,43-5000,43-5010,-
cargo and freight agents,10.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,-,2021,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,24.0,1.0,2.0,8.0,5.0,3.0,3.0,1.0,-,2020,43-0000,43-5000,43-5010,-
cargo and freight agents,24.0,1.0,2.0,8.0,5.0,3.0,3.0,1.0,-,2020,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,20.0,1.0,1.0,5.0,6.0,3.0,4.0,2.0,-,2019,43-0000,43-5000,43-5010,-
cargo and freight agents,20.0,1.0,1.0,5.0,6.0,3.0,4.0,2.0,-,2019,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,30.0,0.0,1.0,8.0,4.0,6.0,10.0,1.0,-,2018,43-0000,43-5000,43-5010,-
cargo and freight agents,30.0,0.0,1.0,8.0,4.0,6.0,10.0,1.0,-,2018,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,16.0,0.0,1.0,6.0,5.0,2.0,1.0,1.0,-,2017,43-0000,43-5000,43-5010,-
cargo and freight agents,16.0,0.0,1.0,6.0,5.0,2.0,1.0,1.0,-,2017,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,27.0,0.0,3.0,4.0,5.0,10.0,4.0,0.0,-,2016,43-0000,43-5000,43-5010,-
cargo and freight agents,27.0,0.0,3.0,4.0,5.0,10.0,4.0,0.0,-,2016,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,21.0,0.0,2.0,4.0,3.0,7.0,4.0,0.0,-,2015,43-0000,43-5000,43-5010,-
cargo and freight agents,21.0,0.0,2.0,4.0,3.0,7.0,4.0,0.0,-,2015,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,23.0,0.0,3.0,5.0,5.0,4.0,6.0,0.0,-,2014,43-0000,43-5000,43-5010,-
cargo and freight agents,23.0,0.0,3.0,5.0,5.0,4.0,6.0,0.0,-,2014,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,28.0,0.0,2.0,8.0,7.0,7.0,3.0,0.0,-,2013,43-0000,43-5000,43-5010,-
cargo and freight agents,28.0,0.0,2.0,8.0,7.0,7.0,3.0,0.0,-,2013,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,25.0,0.0,0.0,4.0,4.0,12.0,4.0,1.0,-,2012,43-0000,43-5000,43-5010,-
cargo and freight agents,25.0,0.0,0.0,4.0,4.0,12.0,4.0,1.0,-,2012,43-0000,43-5000,43-5010,43-5011
cargo and freight agents,8.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,-,2011,43-0000,43-5000,43-5010,-
cargo and freight agents,8.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,-,2011,43-0000,43-5000,43-5010,43-5011
couriers and messengers,837.0,41.0,152.0,231.0,163.0,123.0,95.0,32.0,35.3,2021,43-0000,43-5000,43-5020,-
couriers and messengers,837.0,41.0,152.0,231.0,163.0,123.0,95.0,32.0,35.3,2021,43-0000,43-5000,43-5020,43-5021
couriers and messengers,578.0,26.0,93.0,165.0,106.0,100.0,55.0,32.0,36.6,2020,43-0000,43-5000,43-5020,-
couriers and messengers,578.0,26.0,93.0,165.0,106.0,100.0,55.0,32.0,36.6,2020,43-0000,43-5000,43-5020,43-5021
couriers and messengers,402.0,14.0,50.0,102.0,70.0,76.0,58.0,33.0,40.9,2019,43-0000,43-5000,43-5020,-
couriers and messengers,402.0,14.0,50.0,102.0,70.0,76.0,58.0,33.0,40.9,2019,43-0000,43-5000,43-5020,43-5021
couriers and messengers,293.0,7.0,33.0,74.0,53.0,58.0,50.0,17.0,41,2018,43-0000,43-5000,43-5020,-
couriers and messengers,293.0,7.0,33.0,74.0,53.0,58.0,50.0,17.0,41,2018,43-0000,43-5000,43-5020,43-5021
couriers and messengers,239.0,4.0,19.0,60.0,38.0,62.0,37.0,19.0,43.7,2017,43-0000,43-5000,43-5020,-
couriers and messengers,239.0,4.0,19.0,60.0,38.0,62.0,37.0,19.0,43.7,2017,43-0000,43-5000,43-5020,43-5021
couriers and messengers,227.0,6.0,18.0,40.0,42.0,55.0,45.0,21.0,46.1,2016,43-0000,43-5000,43-5020,-
couriers and messengers,227.0,6.0,18.0,40.0,42.0,55.0,45.0,21.0,46.1,2016,43-0000,43-5000,43-5020,43-5021
couriers and messengers,235.0,7.0,21.0,51.0,41.0,58.0,44.0,12.0,43.7,2015,43-0000,43-5000,43-5020,-
couriers and messengers,235.0,7.0,21.0,51.0,41.0,58.0,44.0,12.0,43.7,2015,43-0000,43-5000,43-5020,43-5021
couriers and messengers,233.0,6.0,18.0,41.0,53.0,49.0,52.0,14.0,45.5,2014,43-0000,43-5000,43-5020,-
couriers and messengers,233.0,6.0,18.0,41.0,53.0,49.0,52.0,14.0,45.5,2014,43-0000,43-5000,43-5020,43-5021
couriers and messengers,198.0,4.0,15.0,34.0,41.0,45.0,36.0,22.0,46.1,2013,43-0000,43-5000,43-5020,-
couriers and messengers,198.0,4.0,15.0,34.0,41.0,45.0,36.0,22.0,46.1,2013,43-0000,43-5000,43-5020,43-5021
couriers and messengers,213.0,3.0,16.0,40.0,49.0,45.0,38.0,22.0,45.2,2012,43-0000,43-5000,43-5020,-
couriers and messengers,213.0,3.0,16.0,40.0,49.0,45.0,38.0,22.0,45.2,2012,43-0000,43-5000,43-5020,43-5021
couriers and messengers,249.0,3.0,11.0,41.0,57.0,78.0,35.0,24.0,46.5,2011,43-0000,43-5000,43-5020,-
couriers and messengers,249.0,3.0,11.0,41.0,57.0,78.0,35.0,24.0,46.5,2011,43-0000,43-5000,43-5020,43-5021
"meter readers, utilities",33.0,0.0,3.0,4.0,10.0,6.0,9.0,1.0,-,2021,43-0000,43-5000,43-5040,-
"meter readers, utilities",33.0,0.0,3.0,4.0,10.0,6.0,9.0,1.0,-,2021,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",25.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,-,2020,43-0000,43-5000,43-5040,-
"meter readers, utilities",25.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,-,2020,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",17.0,0.0,4.0,3.0,1.0,4.0,3.0,2.0,-,2019,43-0000,43-5000,43-5040,-
"meter readers, utilities",17.0,0.0,4.0,3.0,1.0,4.0,3.0,2.0,-,2019,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",24.0,0.0,2.0,8.0,7.0,1.0,2.0,3.0,-,2018,43-0000,43-5000,43-5040,-
"meter readers, utilities",24.0,0.0,2.0,8.0,7.0,1.0,2.0,3.0,-,2018,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",18.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,-,2017,43-0000,43-5000,43-5040,-
"meter readers, utilities",18.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,-,2017,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",31.0,0.0,3.0,5.0,4.0,11.0,7.0,2.0,-,2016,43-0000,43-5000,43-5040,-
"meter readers, utilities",31.0,0.0,3.0,5.0,4.0,11.0,7.0,2.0,-,2016,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",41.0,1.0,4.0,6.0,11.0,12.0,5.0,1.0,-,2015,43-0000,43-5000,43-5040,-
"meter readers, utilities",41.0,1.0,4.0,6.0,11.0,12.0,5.0,1.0,-,2015,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",23.0,3.0,0.0,3.0,6.0,5.0,5.0,2.0,-,2014,43-0000,43-5000,43-5040,-
"meter readers, utilities",23.0,3.0,0.0,3.0,6.0,5.0,5.0,2.0,-,2014,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",29.0,0.0,5.0,7.0,5.0,3.0,5.0,3.0,-,2013,43-0000,43-5000,43-5040,-
"meter readers, utilities",29.0,0.0,5.0,7.0,5.0,3.0,5.0,3.0,-,2013,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",29.0,0.0,4.0,8.0,6.0,8.0,1.0,1.0,-,2012,43-0000,43-5000,43-5040,-
"meter readers, utilities",29.0,0.0,4.0,8.0,6.0,8.0,1.0,1.0,-,2012,43-0000,43-5000,43-5040,43-5041
"meter readers, utilities",28.0,0.0,6.0,7.0,6.0,6.0,1.0,1.0,-,2011,43-0000,43-5000,43-5040,-
"meter readers, utilities",28.0,0.0,6.0,7.0,6.0,6.0,1.0,1.0,-,2011,43-0000,43-5000,43-5040,43-5041
postal service clerks,105.0,0.0,5.0,22.0,15.0,33.0,19.0,10.0,46.7,2021,43-0000,43-5000,43-5050,43-5051
postal service clerks,91.0,1.0,8.0,13.0,11.0,21.0,31.0,6.0,50.6,2020,43-0000,43-5000,43-5050,43-5051
postal service clerks,96.0,0.0,8.0,11.0,17.0,21.0,31.0,8.0,50.4,2019,43-0000,43-5000,43-5050,43-5051
postal service clerks,120.0,0.0,6.0,18.0,24.0,37.0,30.0,6.0,48.7,2018,43-0000,43-5000,43-5050,43-5051
postal service clerks,111.0,0.0,2.0,17.0,18.0,31.0,40.0,3.0,51.3,2017,43-0000,43-5000,43-5050,43-5051
postal service clerks,121.0,0.0,4.0,14.0,15.0,35.0,46.0,7.0,52.5,2016,43-0000,43-5000,43-5050,43-5051
postal service clerks,130.0,0.0,9.0,15.0,16.0,33.0,48.0,8.0,51.8,2015,43-0000,43-5000,43-5050,43-5051
postal service clerks,117.0,1.0,8.0,9.0,16.0,34.0,46.0,3.0,52.3,2014,43-0000,43-5000,43-5050,43-5051
postal service clerks,100.0,0.0,3.0,6.0,18.0,33.0,37.0,3.0,52.1,2013,43-0000,43-5000,43-5050,43-5051
postal service clerks,148.0,1.0,1.0,8.0,20.0,47.0,65.0,5.0,53.5,2012,43-0000,43-5000,43-5050,43-5051
postal service clerks,146.0,0.0,1.0,8.0,24.0,46.0,60.0,6.0,53.1,2011,43-0000,43-5000,43-5050,43-5051
postal service mail carriers,273.0,2.0,12.0,52.0,78.0,60.0,61.0,8.0,44.4,2021,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,312.0,2.0,14.0,55.0,76.0,82.0,73.0,11.0,46.5,2020,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,331.0,0.0,17.0,73.0,69.0,79.0,79.0,14.0,46.4,2019,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,302.0,0.0,10.0,63.0,64.0,75.0,73.0,16.0,46.7,2018,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,306.0,0.0,18.0,67.0,52.0,83.0,75.0,11.0,47.4,2017,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,320.0,0.0,13.0,61.0,52.0,103.0,78.0,13.0,48.7,2016,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,320.0,2.0,10.0,54.0,50.0,100.0,93.0,13.0,50,2015,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,311.0,1.0,10.0,35.0,55.0,109.0,85.0,16.0,51.3,2014,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,316.0,1.0,10.0,38.0,69.0,101.0,85.0,13.0,49.6,2013,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,318.0,0.0,1.0,31.0,65.0,126.0,83.0,10.0,51.1,2012,43-0000,43-5000,43-5050,43-5052
postal service mail carriers,348.0,0.0,9.0,36.0,71.0,151.0,71.0,11.0,49.9,2011,43-0000,43-5000,43-5050,43-5052
"postal service mail sorters, processors, and processing machine operators",82.0,0.0,5.0,19.0,15.0,12.0,23.0,8.0,46.1,2021,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",66.0,1.0,2.0,11.0,9.0,8.0,27.0,7.0,52,2020,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",76.0,0.0,5.0,17.0,5.0,13.0,28.0,9.0,51.3,2019,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",58.0,0.0,1.0,10.0,12.0,14.0,18.0,3.0,49.5,2018,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",50.0,0.0,6.0,8.0,10.0,13.0,11.0,3.0,47,2017,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",60.0,0.0,5.0,8.0,10.0,19.0,14.0,3.0,49.8,2016,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",64.0,0.0,6.0,7.0,8.0,23.0,17.0,3.0,49.9,2015,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",61.0,1.0,5.0,5.0,10.0,15.0,23.0,1.0,50.7,2014,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",74.0,1.0,5.0,8.0,11.0,25.0,21.0,3.0,51.6,2013,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",66.0,1.0,5.0,6.0,10.0,21.0,19.0,3.0,50.6,2012,43-0000,43-5000,43-5050,43-5053
"postal service mail sorters, processors, and processing machine operators",60.0,0.0,2.0,10.0,12.0,18.0,15.0,3.0,48.1,2011,43-0000,43-5000,43-5050,43-5053
"production, planning, and expediting clerks",212.0,1.0,12.0,61.0,54.0,41.0,29.0,13.0,41.4,2021,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",212.0,1.0,12.0,61.0,54.0,41.0,29.0,13.0,41.4,2021,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",244.0,1.0,15.0,62.0,58.0,44.0,53.0,11.0,43.4,2020,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",244.0,1.0,15.0,62.0,58.0,44.0,53.0,11.0,43.4,2020,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",297.0,3.0,14.0,80.0,60.0,63.0,61.0,15.0,43.2,2019,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",297.0,3.0,14.0,80.0,60.0,63.0,61.0,15.0,43.2,2019,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",269.0,0.0,12.0,70.0,61.0,65.0,47.0,14.0,43.3,2018,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",269.0,0.0,12.0,70.0,61.0,65.0,47.0,14.0,43.3,2018,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",270.0,2.0,23.0,64.0,56.0,76.0,37.0,13.0,41.9,2017,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",270.0,2.0,23.0,64.0,56.0,76.0,37.0,13.0,41.9,2017,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",245.0,3.0,15.0,64.0,56.0,68.0,33.0,6.0,41.9,2016,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",245.0,3.0,15.0,64.0,56.0,68.0,33.0,6.0,41.9,2016,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",286.0,2.0,19.0,68.0,63.0,72.0,56.0,7.0,43.2,2015,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",286.0,2.0,19.0,68.0,63.0,72.0,56.0,7.0,43.2,2015,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",244.0,1.0,15.0,42.0,58.0,65.0,53.0,10.0,45.9,2014,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",244.0,1.0,15.0,42.0,58.0,65.0,53.0,10.0,45.9,2014,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",282.0,3.0,27.0,47.0,60.0,73.0,61.0,10.0,46.1,2013,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",282.0,3.0,27.0,47.0,60.0,73.0,61.0,10.0,46.1,2013,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",272.0,2.0,15.0,69.0,59.0,62.0,55.0,10.0,44.1,2012,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",272.0,2.0,15.0,69.0,59.0,62.0,55.0,10.0,44.1,2012,43-0000,43-5000,43-5060,43-5061
"production, planning, and expediting clerks",236.0,0.0,13.0,48.0,61.0,63.0,45.0,6.0,44.1,2011,43-0000,43-5000,43-5060,-
"production, planning, and expediting clerks",236.0,0.0,13.0,48.0,61.0,63.0,45.0,6.0,44.1,2011,43-0000,43-5000,43-5060,43-5061
"shipping, receiving, and inventory clerks",615.0,16.0,96.0,140.0,124.0,124.0,84.0,32.0,39.8,2021,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",615.0,16.0,96.0,140.0,124.0,124.0,84.0,32.0,39.8,2021,43-0000,43-5000,43-5070,43-5071
"shipping, receiving, and inventory clerks",572.0,23.0,61.0,134.0,104.0,124.0,95.0,31.0,41.8,2020,43-0000,43-5000,43-5070,-
"shipping, receiving, and inventory clerks",572.0,23.0,61.0,134.0,104.0,124.0,95.0,31.0,41.8,2020,43-0000,43-5000,43-5070,43-5071
